text,class
"Moved into 0.20.0, we need to have a concise/consistent story for this client-facing class.",non_debt
"Rewrite of, and commented version of HTablePool, worked on by Ken and I yesterday. Discussion to follow from Ken ;)",non_debt
Committed. Small change so didn't get review.,non_debt
"was test added to fix hbase-810, puts happening while an outstanding scanner and then a split. We used to wait on the scanner to finish so was possibility of deadlock. We no longer wait so this condition that we fixed no longer happens. I'm going to just remove the test since whats happening now is that on split, the concurrent puts are just failing with NSRE, which is what you'd expect if a split under them.",non_debt
hbase-1609 broke unit test,non_debt
Patch for QA.,non_debt
V3 patch LGTM,non_debt
Pushed to master. Thanks for the review.,non_debt
"All these can be replaced with calling Cell cell, final OutputStream out, final boolean withTags) and passing boolean. Now this KVUtil method is not returning the #bytes written. We can change that. The ExtendedCell API do return that. So this will avoid many length parsing.",non_debt
There are so many doing the same thing!!! This can we do? Because in hfilewriter case we write the tag len even if it is 0 if isIncludeTags is true.,non_debt
I need to see whether the tag len always has to be written even if it is 0. But that is another topic. May be we should.,non_debt
Updated patch.,non_debt
"The write(OS, boolean) method already return the #bytes writter.",non_debt
I see. Updated patch. Will commit unless objections.,non_debt
Sorry this is the right one,non_debt
"Initially this I was thinking we need to add an interface to represent the fact that the key is contiguous. But since Extendedcell is added encapsulating all the internal interfaces and adds a write(OutputStream , boolean) and tries to exploit the fact that the Cell is in KV serialized format. Hence we can make use of it in code in case of No encoding case.",non_debt
Make use of os) for the default,non_debt
Could you post a summary of the current tradeoffs on having the MR implemented or not? Curious to see if anyone else has feedback.,non_debt
Remove directory layout/ filesystem references from CompactionTool and use APIs provided by MasterStorage/ RegionStorage instead.,non_debt
Remove directory layout/ filesystem references from CompactionTool,non_debt
I tested by building source tgz ensuring I could then build src tgz from what was in first tgz and then starting an hbase instance.... seems to work.,non_debt
Pushed to master. Small patch that is easy to prove (see above note that assembly now works and that I can build from the unpacked source tgz).,non_debt
"found that I forgot to include the generated, shaded files in our src tgz. Let me fix. This is a follow-on to HBASE-16793",non_debt
"Included the generated, shaded java files from ""HBASE-15638 Shade protobuf"" in our src assembly",non_debt
", what do you think?",non_debt
"Ok, close this.",non_debt
Write length header inside,non_debt
"Thanks for the patch, Allan.",non_debt
Pushed to master. Thanks  for reviewing.,non_debt
,non_debt
Implement mutateRow and checkAndMutate,non_debt
Bulk closing issues after 1.1.8 release.,non_debt
"The misconfiguration check in HBASE-16562 does insufficient input validation / handling, resulting in a NPE during normal operations.",non_debt
Revert ITBLL misconfiguration check introduced in HBASE-16562,non_debt
".001 The ""hard"" stuff. This patch adds another Chore to the master which numerates the region space reports the Master received from RegionServers and decides if a Table needs to have some violation policy enacted or disabled. The actual enacting/disabling of that policy is not included.",non_debt
1,non_debt
"Thanks for the review, Ted!",non_debt
.002 is .001 rebased on top of HBASE-16961.,non_debt
"Next review for the space quota work. , I would be all the happier if you could find some more time to take a look :)",non_debt
.003 Fixes a bug in QuotaObserverChore which would prevent it from triggering quota updates to RS's.,non_debt
The failure of appears to be unrelated.,non_debt
.005 latest from rb,non_debt
"Given the collected table usage reports from RegionServers, the Master needs to inspect all filesystem-use quotas and determine which need to move into violation and which need to move out of violation.",non_debt
[Master] Analyze table use reports and update quota violations,non_debt
".001 Parking a patch for the shell additions. {{set_quota}} has some new additions, but {{list_quotas}} should be reusable as-is.",non_debt
1,non_debt
"Thanks for the review, Ted.",non_debt
.002 Fixes some bugs,non_debt
.003 set_quota and list_quota shell commands expanded.,non_debt
"Thoughts on this one, ?",non_debt
"Oh yeah, for sure. I never noticed that we actually had some examples :)",non_debt
.004 Adds some ruby tests.,non_debt
Need to make sure that admins can use the shell to get/set the new space quotas.,non_debt
[Shell] Support space quota get/set via the shell,non_debt
1,non_debt
Updated patch with review comments from reviewboard addressed.,non_debt
The unit test failure is unrelated to the patch.,non_debt
1,non_debt
Committed to master. Thanks Thiruvel.,non_debt
FavoredNodes should not apply to system tables,non_debt
Same with HBASE-17181.,non_debt
"sorry, first create issue",non_debt
Add for HBase Thrift2,non_debt
Let HBase thrift2 support,non_debt
No tests because no actual code was changed. Only a single log message.,non_debt
Pushed to master branch. Thanks  for the cleanup,non_debt
Thank you Looks like the patch number is missing from the commit. I remember that I made a mistake here in the past. Was this my fault again?,non_debt
np  I fixed it. I did git am because it looked like the patch was complete. I should have noticed the missing JIRA number. Fixed now. Thanks for contrib boss.,non_debt
"For the curious on how I found this error: # Searching for the odd string led to [a stack overflow question that suggested clearing maven repository would it didn't in this case. It also led to another [stackoverlow question that suggested a corrupt pom in the maven repository would give the same # After clearing my local repository so that only things downloaded in the {{mvn install && mvn site}} would be present, I looked at first lines that weren't xml declarations and one line stood out. # Grepping for that moved string showed the impacted pom # That's a core maven plugin, so it's an odd failure. Maven tracks what repository things came from: # That's not the right place to get the assembly plugin. Checking the domain confirms: # From what I can tell through old blog posts, scala-tools.org transitioned everything to sonatype in 2012. The domain was expected to stop working in that year, but I guess it must have just happened now. testing fix locally now.",non_debt
#NAME?,non_debt
-01.test.patch - includes a trivial change to a scala file (as done in HBASE-15644) to get the scaladoc bit to run.,non_debt
+1. Nice work.,non_debt
thanks for the quick review! using this fix requires deleting any impacted poms. In the simplest case that means just wiping out ~/.m2/repository. I've set the flag on the website job to do just that. we can unset it after a successful run.,non_debt
+1 Yuck,non_debt
our pom makes use of scala-tools.org for a repository. That domain currently issues redirects for all URLs; for maven coordinates those redirects lead to 'not found' and the 'permantenly moved' HTML gets saved. this corrupts the local maven repository in a way that cause the mvn:site goal to give an opaque error: Rerunning in debug mode with {{mvn -X}} gives no additional useful information. All artifacts from scala-tools.org are now found in maven central.,non_debt
remove use of scala-tools.org from pom,non_debt
"'setTimeStamp' says 'retrieve values AT this exact timestamp'. When I Was fixing the thrift tests, the tests suggested that the API was 'retrieve me a vision of the past that is at this timestamp' which implies Retrieving exactly TS=X is rarely correct behaviour since you rely on millisecond precise matching, and unless you are using explicit TS, its fairly unlikely this will match. Whereas saying 'all cells older than TS=X' works much better.",non_debt
Ok. The behavior is different from 0.19.x but lets leave it as is since its more likely what folks want. Moving out of 0.20.1.,non_debt
"I believe this is another issue that is overridden by the new Thrift API from HBASE-1744 and it can be closed as ""won't fix""",non_debt
Subsumed by new Lars Francke thrift 0.2 API work HBASE-1744,non_debt
"Patch looks good. Yes, the method should work as it used to. I don't think this issue of enough import to sink the current 0.20.0 RC1. Lets leave it filed against 0.20.0 and add it in if we end up making a new RC. Will commit later to TRUNK and if it doesn't make 0.20.0, to 0.20.1.",non_debt
Committed to 0.20 branch and TRUNK. Thanks for the patch Mathias.,non_debt
"Reopening. Breaks TestThriftServer. Removed patch from 0.20 branch and TRUNK. Mathias, looks like the unit test needs to be changed to match this change in behavior. Any chance of your taking a look?",non_debt
"Sorry for the inconveniences caused. I'm trying to fix the tests, yet my problem is, that the test-case failes even without the patch. When I run the TestThriftServer test, I get an exception and later it fails with No server address listed in -ROOT- for region .META.,,1"" What am I missing?",non_debt
"No worries Matias. Thanks for looking out for our thrift API. For first error, make the hadoop jar come before the hbase jar or the dir with hbase webapps in it.... .CLASSPATH is a little tricky. Or run on the cmdline: ant test Ant test has CLASSPATH set right. On second error, my guess is that its a follow on from first? Test passes for me.",non_debt
Move to 0.20.1,non_debt
"@Tim: I know you are on your holidays but should we apply this to 0.20.1? It changes behavior, so its like 0.19.x, but changes it. Need a thrift-head to say yeah or nay!",non_debt
"I vaguely recall this changing after Ryan updated it for the new java client? So was maybe intentional. If not, I think the current thrift interface suggests the 19 behavior anyway, so +1. ~Tim.",non_debt
"The method of the thrift interface changed behavior from version 0.19 to 0.20: In 0.19, it returned only cells with exactly the given timestamp, 0.20 it to returns cells with a timestamp before (not including) the given timestamp. It needs to be clearified, which one is the desired behavior. I attach a patch to make 0.20 conform with 0.19 (only return cells with exactly the given timestamp), if this is what is wanted.",non_debt
getRowWithColumnsTs changed behavior,non_debt
.001 parking a patch here for the additions. Need to get some more changes onto the feature branch before triggering QA.,non_debt
.003 rebased patch on the feature branch. FYI .,non_debt
"lgtm, pending tests.",non_debt
"Thanks for the review, Ted. Pushed to the branch HBASE-16961",non_debt
Do you use this in your cluster ? Can you share your experience ? Thanks,non_debt
"yeah,it is used to rollback the data which we batch load from bulkload tool if we found the data is not we want.Now we only consider to delete the whole family,but it also can batch delete by the column and version",non_debt
"DeleteFamily can be injected through shell command, e.g. Can you make the deletion facility more general ?",non_debt
"Considering to batch delete data in table which we load from external files,this feature add a switch key to enable batch delete. First,using the file we load to table and the bulkoutput function of ImportTsv to generate hfiles in hdfs which contain the keyvalue of 'DeleteFamily' marker .Then the tool of is used to load hfiles into table intending to cover the data of whole family we need to delete.",non_debt
Add batch delete capability to ImportTsv,non_debt
Fixing comments and test case failures,non_debt
Trying to follow-along.... Dumb question. dataSize is KV infrastructure + key content + value + trailing tags and sequenceid if any? i.e. the whole KV? And CellSize is infrastructure only or rather key+infrastructure? I'm listening (smile). You can probably guess what I think on the above. .... There is one global threshold whether data is onheap or offheap (I probably got this wrong?) We could probably but the direct memory would remain allocated until we restart. Thanks. Lets figure it and update your,non_debt
"Not sure whether used dataSize/cellSize here and there. Its data size only which is the way as u said above. There is no cellSize as such. There is only cell heap size which is the heap size (total) occupied by the cell impl object Ya there is one global threshold in both cases. Moreover in case of off heap, there is a heap global threshold also. ie. By def 40% of xmx above which we will force flush. In case of offheap, we have to check this extra thing also or else there is possibility of global memstore size getting oversized and GC impacts/OOME. Sorry for not clear here. I dont mean ON/OFF MSLAB over the RS run time. Now we have a way to turn it ON at cluster level means at RS level. All the regions in this RS will use this MSLAB then. (Ya we know some cells wont get copied to MSLAB - increment/append) My Q was whether there is a way for turning off MSLAB usage for a specific table. Say in RS MSLAB is ON. But the regions from this particular table wont use MSLAB at all.",non_debt
"Thanks. So, datasize vs heapsize, have we written these up? datasize is serialized size... whether serialized on rpc or in blockcache and heapsize is how large a 'live' Cell in java heap is? If the Cell data is offheap, it is the the onheap Cell proxy object? How does the global threshold work in the case where we are doing offheap accounting too. The global check will look at the onheap limit and the offheap limit and if we hit the offheap limit before we hit the onheap limit, we'll flush? Should be easy enough to do? Thanks",non_debt
"Yes In case of off heap MSLAB in place, the global memstore size is specified using a new config as u know. So we will have this check against the aggregated dataSize . Also we will be having a max possible on heap memstore global size (Defualt 40% of xmx) This check also done. Any one of the condition met, we will do some forced flush. (What we do now also) with blocking writes. Should be IMO",non_debt
Thanks boss. You think the doc is up-to-date w/ this state of things? Thanks.,non_debt
"This is a new test added recently. Flakey? The test log says cluster not able to get started properly. I believe not related to this patch any way. Ping for reviews ,",non_debt
Rebased patch. Will commit one QA is fine. Thanks for the reviews Stack & Ram.,non_debt
Pushed to master. Thanks for the reviews,non_debt
Do we have to check if on or offheap MSLAB? 86 /** 87 * @return Whether off heap based MSLAB in place. 88 */ 89 boolean isOffheap(); Can we not have MSLAB work same whether on or offheap? This sort of check... 101 // issues or even OOME. 102 if (this.memStoreLAB != null && { 103 heapOverheadDelta += cellLen; 104 } ... presumes that MSLAB is done in either of two ways. This check is done apart from the implementation. Is there copy/paste of code (going by your dup'ing the comment?). I need to read on why Append/Increment can't be out in offheap. This is good stuff though,non_debt
"New patch with changed approach. Now in MemstoreSize itself, we track cell data size and heapSize. Not like heap overhead. We were doing this special overhead tracking and on heap MSLAB cases had to add both of these for checks etc. Now we have heapSize accounting itself (here for on heap MSLAB cells and cells not in MSLAB area cell data size also included in heapSize accounting)",non_debt
Treat Cell data size under global memstore heap size only when that Cell can not be copied to MSLAB,non_debt
Noticed this while doing patch for HBASE-17338.. Latest patch there having this fix already. Pls have a look.. I did not check the test failures.. Will do that soon.,non_debt
We need this still  and  ?,non_debt
Unscheduling. Looks like we don't need this anymore? Resolve  /  ?,non_debt
"Forgot to mention that the logic there needs to be corrected accordingly, given that it is [minimumTimestamp, maximumTimestamp)",non_debt
"It is supposed to be [minimumTimestamp, maximumTimestamp), the following logic suggests [minimumTimestamp, maximumTimestamp] needs to be modified to set(l, l + 1)",non_debt
Correct logic,non_debt
Have you tried by calling the same command with simple quotes instead of double quotes? Does it make a difference?,non_debt
"It doesn't, still shows same error message because of the same behaviour. Since it finds no region with the changed name, it then tries to run major_compact on a table. The error printed in the shell relates to the table naming validation checks, but it isn't the real issue here. Putting additional logging message on a test version of HBaseAdmin, I could see the java equivalent string gets converted to a different one: Noticed that the real region name: Was being logged with the value below, at the java side: Then, realized the only characters being changed are the ones which ASC code higher than 127, which in java should be negative numbers. Tried add the mentioned change on *major_compact.rb* file, and it has fixed it.",non_debt
There is a similar JIRA HBASE-8865.,non_debt
"HBASE-8865 issue seems the same problem, however related to split command. Maybe applying the same conversion prior to HBaseAdmin.split would also fix it.",non_debt
"Just quickly tested that adding same conversions as follows, also fix the split command: Here some tests: 1) Before applying the change on *split.rb*, had put a row with same value described on HBASE-8865, then call split on that row key. The region name is created with different value: After adding the change to *split.rb*:",non_debt
These issues are actually fixed already by changes applied on HBASE-14767. It turned out I was not testing latest Master branch. Apologies for the noise.,non_debt
"On HBase shell, *major_compact* command simply passes the received parameter straight to java method. On some corner cases, HBase tables row keys may have special characters. Then, if a region is split in such a way that row keys with special characters are now part of the region name, calling *major_compact* on this regions will fail, if the special character ASCII code is higher than 127. This happens because Java byte type is signed, while ruby byte type isn't, causing the region name to be converted to a wrong string at Java side. For example, considering a region named as below: Calling major_compat on it fails as follows: An easy solution is to convert parameter properly, prior to calling in the same way as it's already done on some other shell commands, such as *get*:",non_debt
"HBase shell ""major_compact"" command should properly convert parameter to java byte array properly before simply calling method",non_debt
V2 patch fixed the UT failure.,non_debt
", we still have UTs in and TestAdmin1 to test Split functionality overall. The tests split in component level.",non_debt
Remove split region code from Region Server,non_debt
Add a initial version. table will use Procedure v2. And the ut was copied from TestAdmin1.,non_debt
Pushed to master and thanks  for review.,non_debt
,non_debt
Implement methods,non_debt
Thread dump after deadlock.,non_debt
"I've seen this. The block is on locateRegion. I saw it on the gario cluster. It happens at startup when lots of threads. In his case, he was able to slow the thread rollout and then all ran well. Threads are blocked here: Here is thread that has the lock: We're doing something dumb in the way we go through this synchronization block... In garios case, the table was big. I think that the case here too. In the gario case, suggestion was a call to prime the HTable cache by single-threadedly reading the .META. content. He's testing currently.",non_debt
"I just ran into this on the pset cluster. 100 threads are using same instance of HTable. All are trying to do a put. If regions moved around, all threads are blocked while the HTable figures new location. Takes a good while for the 100 threads to get through the synchronization block. This upload application should be making an HTable per thread or using htablepool. Resolving as invalid.",non_debt
This issue was closed as part of a bulk closing operation on 2015-11-20. All issues that have been resolved and where all fixVersions have been released have been closed (following discussions on the mailing list).,non_debt
"There is a deadlock somewhere in HTable or HConnectionManager when using the deprecated API in a multi-threaded application. I haven't had a chance to look at the thread dump in detail yet, but will attach it to this issue",non_debt
Deadlock in client using deprecated APIs in a multi-threaded application,non_debt
"Hi , can you help to review the patch? Thanks.",non_debt
"+1, thank you for the patch .",non_debt
Thanks . The test failures are unrelated as the change is in TestMobComparator.,non_debt
Pushed to master branch. Thanks for the patch !,non_debt
Jingcheng reported an unittest error which he debugged and found that it is a timezone issue. I am attaching the patch here.,non_debt
Unittest error in TestMobCompactor with different timezone,non_debt
"Another related issue. I was able to work around this tweaking the timeout, but this isn't a scalable solution for one-offs..",non_debt
testFailover is failing with Timeout Error.,non_debt
UT fails with Timeout error,non_debt
"Not sure why this build failed, but I resubmitted a patch and made sure it was properly based off master. I can build locally and all tests pass locally",non_debt
New MoveCostFunction that respects MaxMovePercent,non_debt
Adds call to flushCommits if the new size of the write buffer is lower than the current size of the data in the buffer. Side effect is that setWriteBufferSize now throws IOException as propagated from flushCommits.,non_debt
"Indeed my intent was to write 'calls flushCommits', not 'call flushCommits'.",non_debt
+1 on adding to branch and trunk,non_debt
"Committed to trunk and branch. Thanks for the patch, Mathias.",non_debt
"When setting the size of the write buffer to a value lower than the current size of data in the write buffer, the content of the write buffer should be flushed so it does not occupy in memory more than its new size for an extended period of time.",non_debt
does not flush the writeBuffer when its size is set to a value lower than its current size.,non_debt
Straightforward patch.  let me know if you have concerns with the patch.,non_debt
Pushed this to the branch. Follow up patches depends on this.,non_debt
This is a follow up work related to HBASE-17465.,non_debt
Committed:,non_debt
Thanks stack.,non_debt
,non_debt
Fix broken tests (setWriteBuffer now throws IOE),non_debt
"Yet if you restart the master, somehow all regions of the table are assigned out.",non_debt
You get the bit that there is a dynamic 'default' group that all belongs to by default (at least that is how it is supposed to work). I'm interested,non_debt
"Thanks, yeah, after more poking around looks like a bug specific to cloning snapshots, so I changed the issue description. Creating a new table works but cloning a snapshot does not.",non_debt
"Patch with a new test. The equivalent for a branch-1 backport would be different. I'm carrying that on an internal dev branch. Not sure where to put it. FWIW, for branch-1 implementing coprocessor interfaces is done a bit differently, because we are not using default methods there. New unit test case is the same.",non_debt
WDYT?,non_debt
So all we do is also assign the table for a snapshot. +1,non_debt
"A novice starting out with will want to enable it and, before assigning tables to groups, may want to create some test tables. Currently that does not work when creating a table by cloning a snapshot, in a surprising way. All regions of the table fail to open yet it is moved into ENABLED state. The client hangs indefinitely.",non_debt
fails to assign new table regions when cloning snapshot,non_debt
Why not extends RWQueueRpcExecutor?,non_debt
"Good question, is backed by it is also not good as RWQueueRpcExecutor in my tests. Still trying to figure out what's wrong.",non_debt
", still pursuing this or can we close this ticket?",non_debt
"No, currently I'm not. Maybe we should just close this one.",non_debt
FastPath for RWQueueRpcExecutor,non_debt
"oh wait im dumb, not an issue.",non_debt
This issue was closed as part of a bulk closing operation on 2015-11-20. All issues that have been resolved and where all fixVersions have been released have been closed (following discussions on the mailing list).,non_debt
"the zk_dump command depends on zoo.cfg existing, which means it doesnt work when there is no zoo.cfg (a valid cluster config) and the quorum is in hbase-site.xml",non_debt
zk_dump command requires zoo.cfg,non_debt
"Here's the [current list of non-resolved/closed issues for No blockers, so I'll start booting things out after I make a 1.4.1 version.",non_debt
"Does anyone view compilation problems against Hadoop 3.0.0 in branch-1 as a release blocker? See HBASE-19421 . In my view, we don't support Hadoop 3 with branch-1 in any formal capacity, so working builds against it will be nice to have but would not be a release blocker.",non_debt
Blocked on HBASE-19429,non_debt
I have tagged 1.4.0RC0 as 7123ddfadc. Feel free to continue to commit to branch-1 and branch-1.4 while I finish up with the RC.,non_debt
"kicked a bunch of stuff out of 1.4.0. there are still 11 unresolved jiras. 9 of them are ""patch available"" jiras that weren't obviously unready.",non_debt
Making 1.4.0 RC0 today. Let me take this.,non_debt
"HBASE-19194 blocks, otherwise good to go",non_debt
Closer. Almost to the point where a build with release audits passes. Not quite. On HBASE-19232 right now,non_debt
HBASE-18233 is the big rock now. Will apply if tests look good. Hopefully today.,non_debt
"A couple of straightforward issues remaining, found by tests: HBASE-19395, HBASE-19406",non_debt
I propose to eject hbase-native-client to GitHub on HBASE-19419,non_debt
Let's start working through doing the needful; it's been almost 3 months sine 1.3.0.,non_debt
release 1.4.0,non_debt
Please send an email to to ask the question. Please remember to register to the mailing list first. Thanks.,non_debt
this link resolved this issue.,non_debt
"As it stayed in the API document, the the result in the postScannerNext() to return to the client, can be modified. How can I do this in the java code? Thanks a lot. Best regards, land Li",non_debt
How to modified the result in the postScannerNext()?,non_debt
"Let me do this, thanks.",non_debt
"This patch is in branch-2, branch-2.0, and master. Should we close it? (I'll do an edit of the refguide once I copy it from master to branch-2.0 and will remove this part of the doc from branch-2.0 version). Thanks.",non_debt
I've already reverted the patch since we have reverted serial replication feature from branch-2 and branch-2.0. Let me change the fix version.,non_debt
Serial replication reverted from branch-2/2.0.0 in HBASE-20048; to be redone later in HBASE-20046.,non_debt
Pushed to master and branch-2.,non_debt
still working on this ?,non_debt
will start working on this. We have already used this feature in production. Thanks.,non_debt
Pushed to master and branch-2(maybe not necessary). Thanks  for contributing.,non_debt
Will reapply the patch after HBASE-20046 is done.,non_debt
document serial replication,non_debt
HBASE-17914 is an incompatible change as we change public methods of StoreFile class which is declared as IA.LimitedPrivate.,non_debt
,non_debt
Backport HBASE-17914 to branch-1,non_debt
Attaching the contention we reproduced in our testing. It's late now on my side so will upload the patch later,non_debt
"Here is the JMH result with command ""java -jar benchmarks.jar -t 200 -i 10 -wi 10 And the simple test code:",non_debt
"From the micro benchmark result, tryLock is much better. Let me know if any question on the benchmark code/result, thanks.",non_debt
That looks to be so big of a diff and I fear some compiler level optimization would have affected. Can we use the return value of purgeLock.tryLock() passed to BlackHole or so?,non_debt
Ok got your point now. Have changed the testLock method to use Blackhole like: and the result turned out: Checking the compiled class: Let me know your thoughts sir,non_debt
"Referring to this we need a non-local state variable to avoid JIT optimization, so I changed the testLock method as below: And get a more reasonable result (the previous result was not that reasonable considering the underlying implementation of",non_debt
Atomic boolean and tryLock are so close now.. May be AtomicBoolean is good enough? Thanks for the efforts in doing the JMH multiple rounds. Appreciate u Yu Li. :-),non_debt
"To summarize, volatile boolean is not suitable for this usage since this is not a ""single thread updating, multiple thread reading"" case, while AtomicBoolean and have similar performance according to JMH. In theory AtomicBoolean is more light-weight, but JMH shows a similar perf, and in our project tryLock is more frequently used for similar scenario, such as the and etc. So I still suggest to follow the old way to use tryLock here, but please feel free to raise different voice. Thanks.",non_debt
1,non_debt
"Good find and ur point make sense. We should just come out of purge call when already a purge in progress. As per impl, we should need a boolean state indicating the status of run and which needs to be volatile (?) Then again we have a perf cost here. May be we should take a new approach all together? Than calling purge on every call to getLock()?",non_debt
+1 for the patch once QA result is fine. Thanks for the nice finding and patch Yu.,non_debt
Minor change to trigger UT on hbase-server,non_debt
"{{TestLockManager}} failure is irrelative with change here, and confirmed it could pass locally. Will commit soon if no objections.",non_debt
Pushed into master branch. Thanks  and  for review.,non_debt
"I thought about using a) volatile boolean, b) AtomicBoolean and c) and finally chose option c. Quoting from about volatile boolean v.s. AtomicBoolean: And here each thread might both read and update the field, so AtomicBoolean wins. And comparing AtomicBoolean and [this suggests the latter one. Let me know your point if different opinion sir, thanks.  Yeah, I also thought about control purge frequency, but a little bit lost in the counting standard. Based on counter or timing? And what should the threshold be? Also not sure whether any regression after such changes, so I chose to limit the change to control the risk.",non_debt
From : Should the timed version of tryLock be used ?,non_debt
"I guess this is discussing the case that there're both timed and untimed tryLock, and some threads waiting with timed tryLock, but the lock might be grabbed by the untimed tryLock when lock released? Here the purpose is to prevent parallel purge and no fairness required (it doesn't matter which threads performs the purge), and there's no timed tryLock ongoing, agree?",non_debt
Submit current patch for HadoopQA to check,non_debt
Using untimed tryLock is fine.,non_debt
Prevent parallel purge in ObjectPool,non_debt
Picking this up.,non_debt
lgtm,non_debt
Thank  for the review.,non_debt
Patch for branch-1.3 doesn't apply to branch-1. Can you attach patch for branch-1 ?,non_debt
"I actually attached three patches, one each for master, branch-1 and branch-1.3. is the branch-1 patch.",non_debt
"Thanks for the patch, Ashu.",non_debt
"Simple patch, please review.",non_debt
Please re-attach patch for master branch.,non_debt
Done.,non_debt
TestLockProcedure is successful on local execution.,non_debt
"Thanks for the patch, Pankaj",non_debt
"Thanks  for committing this patch. How about fixing this issue in branch 1.3, attaching branch-1.3 patch.",non_debt
Ping .,non_debt
"Thanks  for looking into this issue, this JIRA is to address below problem",non_debt
lgtm Better resubmit for QA run.,non_debt
Reattaching same patch files for QA run.,non_debt
TestLockProcedure is a small test. Many tests were skipped.,non_debt
"Ok, attached branch-1 patch.",non_debt
"In TableOutputFormat, connection will not be released in case when ""mutator.close()"" throws exception.",non_debt
Is this a problem still ?,non_debt
Making standalone issue.,non_debt
Resolving as not a problem. Open new issue if evidence.,non_debt
"Before HBASE-18036, SSH would use round-robin to re-distribute regions during processing. Round-robin assignment would loss data locality. HBASE-18036 retains data locality if the dead region server has already restarted when the dead RS is processing. With Proc-V2 based AM, the change of HBASE-18036 in Apache HBASE 1.x releases is no longer possible. We need to implement the same logic under Proc-V2 based AM.",non_debt
Proc-V2 AM: Maintain Data locality in,non_debt
"Sorry Michael for debugging pain. This issue has been fixed in TRUNK (I know you are using released hbase). Up on IRC, you suggest that we do a clear internally to next on the passed Map. I think this a good idea. Let me do that as part of this issue.",non_debt
"oh, thanks.",non_debt
"Reran locally tests that 'failed', tests that usually never fail and they passed. Resubmitting.",non_debt
Committed clearing of map on each next invocation.,non_debt
"Note the phantom value for test:b in row 2. I looked at the code, and it looks like incorrectly fails to call results.clear() every time it calls scan.next(). However, I also think that the key,",non_debt
hbase shell: phantom columns show up from select command,non_debt
"Hi, I've added the enforcer plugin to the project which immediately complained about the use of old version of From the main pom.xml I've already seen that it won't be simple: Okay, but let's try to update it to 3.2.0 agains the comment, let's see what happens (it can show the cause of the comment): Only five errors, because the build died after the first failed subproject. These classes (LiteralByteString and BoundedByteString) became private inner classes of ByteString recently. (I guess with version 3.0) But there might be other changes in the API too. Should I create a separate ticket for updating ProtoBuf which we use all over the code? I could set it as a dependency for this ticket. Thank, Tamaas",non_debt
"Thanks for digging into this . I like the incremental approach of making sure we don't get new mismatched dependencies and then working through the list of current excludes. Rough back of the envelope, I expect the current list to go like this: This is going to be a nightmare due to our purposeful handling of multiple versions. But maybe I'm misunderstanding it, since shouldn't our internal use of protobuf 3 be masked since we relocate it in third-party-deps? This one should be easy to just set to latest. Maybe solved for us by our move to third-party-deps? Shouldn't only Hadoop's show up? or is the conflict in spark or some such? (questions for the eventual follow-on JIRA) These should go okay. These are probably just an error in our spark module. Best not to try to address it until we close out HBASE-16179 I think also solved by our move to third-party-deps on HBASE-18271",non_debt
"We intentionally use two versions of protobuf - there's some light reading at if you're inclined to understand the history of why that is. To help you move forward, is it possible to exclude the protobuf versions while enforcing for everything else?",non_debt
"Hi , when I said to exclude the protobuf dep I meant to exclude it from the configuration, not the actual dependency tree. I think we can use the mechanism in MENFORCER-273 to do this.",non_debt
"Scala versioning was discussed as part of the spark support, I think even bugfix versions there are risky was the consensus. Stack has been talking about shading Netty over on HBASE-18271 because we pull an older version from Hadoop I think, so we're stuck with the conflict there. Guava... we use a shaded 22, but hadoop depends on an older version as well, so we're stuck with that. I would not add it as declared. I'm not sure about the others, I assume it's a similar situation. Starting to think this issue causes more problems than it solves.",non_debt
"Just to be agile, I have uploaded my second patch. It only updates the maven enforcer plugin and adds exception list of all conflicting dependencies to it. This way the conflicts can be solved as separate tasks later after proper analysis and careful consideration.",non_debt
uploaded again to re-run tests,non_debt
would be nice to get this going before our next major version.,non_debt
Start enforcing upperbounds on dependencies,non_debt
Patch to exclude signature files,non_debt
+1 presuming no surprises from QA.,non_debt
"i haven't had a chance to test these with crunch yet, only verified that the signatures are removed locally. let's not push until i can get some cross-project testing done.",non_debt
"My contacts in the crunch world didn't get a chance to run the full suite yet, but told me that it looks fine in isolation. I withdraw my previous request to wait before pushing.",non_debt
"- I got a chance to verify that this fix is good for crunch. we should push this on all branch-2 and master, I verified that we don't need it on branch-1.",non_debt
pushed to branch-2+. thanks!,non_debt
hbase-shaded-server brings in some digital signatures which causes problems to our friends that need to use them at least in crunch and a few other places as well. they get errors like:,non_debt
hbase-shaded-server brings in signed jars,non_debt
"Of course, now I'm having a hard time reproducing this",non_debt
Tail of the log is full of this,non_debt
The doesn't always go down.,non_debt
Latest tests hang here: I'm thinking about temporarily disabling this test.,non_debt
Disable test on branch-1 and branch-1.4,non_debt
"Running 1, 1, Errors: 0, Skipped: 0, 12.343 sec <<< FAILURE! - in zing 12. 329 sec <<< FAILURE! null 2, 0, Errors: 2, Skipped: 0, 192.427 sec <<< FAILURE! - in izing 179 .859 sec <<< ERROR! test timed out after 180 seconds at Method)",non_debt
failing on branch-1 (branch-1.4),non_debt
The failure is due to race condition. Will attach the patch later.,non_debt
I run the test 800 times. The failure doesn't happen again.,non_debt
1,non_debt
Will commit it soon,non_debt
Push this to branch-2 and master.  Thanks for the reviews.,non_debt
Fix,non_debt
See the thread dump in for example of how client can get hung up on synchronized batch put in particular.,non_debt
